wine_name,vintage,popularity,score,avg_price
"Aubert Wines Reuling Vineyard Chardonnay, Sonoma Coast, USA","
                            2007                    ","
                            41,773","
                            98/100                    ",141
"Paul Hobbs Ulises Valdez Vineyard Chardonnay, Russian River Valley, USA","
                            2014                    ","
                            42,591","
                            98/100                    ",70
"Aubert Wines Reuling Vineyard Pinot Noir, Sonoma Coast, USA","
                            2007                    ","
                            42,591","
                            98/100                    ",195
"Aubert Wines Reuling Vineyard Pinot Noir, Sonoma Coast, USA","
                            2004                    ","
                            42,591","
                            98/100                    ",373
"Kilikanoon M Reserve Shiraz, McLaren Vale, Australia","
                            2004                    ","
                            42,591","
                            98/100                    ",80
"Forstmeister Geltz-Zilliken Saarburger Rausch Riesling Trockenbeerenauslese, Mosel, Germany","
                            2009                    ","
                            43,432","
                            98/100                    ","1,553"
"Classic McLaren La Testa Shiraz, McLaren Vale, Australia","
                            1997                    ","
                            43,432","
                            98/100                    ",226
"Marcassin E Block Hudson Vineyard Chardonnay, Carneros, USA","
                            1993                    ","
                            43,432","
                            98/100                    ",                    
"Cliff Lede Vineyards Stardust Heaven Cabernet Sauvignon, Stags Leap District, USA","
                            2013                    ","
                            49,126","
                            98/100                    ",144
"Weingut Clemens Busch Pundericher Marienburg Riesling Trockenbeerenauslese, Mosel, Germany","
                            2010                    ","
                            49,126","
                            98/100                    ",503
"Weingut Donnhoff Norheimer Dellchen Riesling Auslese, Nahe, Germany","
                            2003                    ","
                            49,126","
                            98/100                    ",60
"Dutschke The Tawny 22 Year Old Port, Barossa Valley, Australia","
                                                ","
                            50,247","
                            98/100                    ",59
"Alvear Pedro Ximenez Solera 1910, Montilla-Moriles, Spain","
                                                ","
                            50,247","
                            98/100                    ",97
"Weingut Robert Weil Kiedricher Turmberg Riesling Trockenbeerenauslese, Rheingau, Germany","
                            2013                    ","
                            51,484","
                            98/100                    ",                    
"Weingut Robert Weil Kiedricher Turmberg Riesling Trockenbeerenauslese, Rheingau, Germany","
                            2011                    ","
                            51,484","
                            98/100                    ",585
"Harbison Estate The Trail, Oakville, USA","
                            2012                    ","
                            52,702","
                            98/100                    ",393
"Tommaso Bussola TB, Recioto della Valpolicella Classico DOCG, Italy","
                            1998                    ","
                            52,702","
                            98/100                    ",163
"Muller-Catoir Mussbacher Eselshaut Rieslaner Trockenbeerenauslese, Pfalz, Germany","
                            2001                    ","
                            55,296","
                            98/100                    ",304
"Sheridan Vineyard Cabernet Franc, Yakima Valley, USA","
                            2009                    ","
                            56,684","
                            98/100                    ",36
"Meteor Vineyard Special Family Reserve Cabernet Sauvignon, Napa Valley, USA","
                            2013                    ","
                            59,661","
                            98/100                    ",243
"Domaine Philippe Delesvaux Coteaux du Layon Anthologie, Loire, France","
                            1997                    ","
                            59,661","
                            98/100                    ",184
"Domaine Zind-Humbrecht Gewurztraminer Rangen de Thann Clos Saint-Urbain Selection de Grains Nobles, Alsace Grand Cru, France","
                            1994                    ","
                            61,195","
                            98/100                    ",331
"Charles Smith K Vintners Heart Syrah, Columbia Valley, USA","
                            2007                    ","
                            62,952","
                            98/100                    ",131
"Purlieu Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon, Napa Valley, USA","
                            2014                    ","
                            66,668","
                            98/100                    ",148
"Domaine Zind-Humbrecht Pinot Gris Rotenberg Vendange Tardive, Alsace, France","
                            1994                    ","
                            66,668","
                            98/100                    ",184
"Glaetzer Nefertari Shiraz, McLaren Vale, Australia","
                            2002                    ","
                            68,647","
                            98/100                    ",23
"Bodegas Perez Barquero 1905 Solera Fundacional Pedro Ximenez, Montilla-Moriles, Spain","
                                                ","
                            70,831","
                            98/100                    ",371
"Sine Qua Non To The Rescue Vin de Paille Roussanne, Sta Rita Hills, USA","
                            2006                    ","
                            70,831","
                            98/100                    ",350
"Brewer-Clifton Mount Carmel Chardonnay, Sta Rita Hills, USA","
                            2006                    ","
                            73,107","
                            98/100                    ",47
"Domaine Zind-Humbrecht Pinot Gris Clos Windsbuhl Selection de Grains Nobles Trie Speciale, Alsace, France","
                            2005                    ","
                            73,107","
                            98/100                    ",171
"Selbach-Oster Zeltinger Sonnenhuhr Riesling Beerenauslese, Mosel, Germany","
                            2005                    ","
                            73,107","
                            98/100                    ",428
"Petrolo 'San Petrolo', Tuscany, Italy","
                            2003                    ","
                            73,107","
                            98/100                    ",118
"Beau Vigne Estate Stags Ridge Vineyard Cabernet Sauvignon, Napa Valley, USA","
                            2013                    ","
                            75,563","
                            98/100                    ",144
"Beau Vigne Estate Stags Ridge Vineyard Cabernet Sauvignon, Napa Valley, USA","
                            2012                    ","
                            75,563","
                            98/100                    ",138
"Domaine Zind-Humbrecht Gewurztraminer Rangen de Thann Clos Saint Urbain Vendange Tardive, Alsace Grand Cru, France","
                            2000                    ","
                            75,563","
                            98/100                    ",                    
"Schoffit Pinot Gris Rangen Clos Saint-Theobald Selection de Grains Nobles, Alsace Grand Cru, France","
                            1998                    ","
                            75,563","
                            98/100                    ",69
"Schoffit Pinot Gris Rangen Clos Saint-Theobald Selection de Grains Nobles, Alsace Grand Cru, France","
                            1995                    ","
                            75,563","
                            98/100                    ",63
"Weingut Franz Hirtzberger Riesling Beerenauslese, Wachau, Austria","
                            2006                    ","
                            78,210","
                            98/100                    ",58
"Weingut Franz Hirtzberger Riesling Beerenauslese, Wachau, Austria","
                            2005                    ","
                            78,210","
                            98/100                    ",61
"Markus Molitor Ockfener Bockstein Riesling Auslese, Mosel, Germany","
                            2014                    ","
                            81,047","
                            98/100                    ",70
"Charles Smith K Vintners Skull Syrah, Columbia Valley, USA","
                            2007                    ","
                            81,047","
                            98/100                    ",139
"Charles Smith K Vintners Skull Syrah, Columbia Valley, USA","
                            2005                    ","
                            81,047","
                            98/100                    ",154
"Desmeure Domaine des Remizieres Hermitage L'Essentiel, Rhone, France","
                            2003                    ","
                            84,016","
                            98/100                    ",123
"Markus Molitor Saarburger Rausch Riesling Auslese Trocken, Mosel, Germany","
                            2014                    ","
                            90,752","
                            98/100                    ",68
"Sheridan Vineyard Reserve Cabernet Sauvignon, Yakima Valley, USA","
                            2007                    ","
                            94,568","
                            98/100                    ",131
"Muller-Catoir Mussbacher Eselshaut Rieslaner Auslese, Pfalz, Germany","
                            1994                    ","
                            98,727","
                            98/100                    ",82
"Domaine Jo Pithon Coteaux du Layon Saint Lambert 'Les Bonnes Blanches', Loire, France","
                            1996                    ","
                            103,264","
                            98/100                    ",43
"Domaine Jo Pithon Coteaux du Layon Saint Lambert 'Les Bonnes Blanches', Loire, France","
                            1995                    ","
                            103,264","
                            98/100                    ",                    
"Amiot-Bonfils Le Montrachet, Cote de Beaune, France","
                            1992                    ","
                            108,369","
                            98/100                    ",347
"Amiot-Bonfils Le Montrachet, Cote de Beaune, France","
                            1989                    ","
                            108,369","
                            98/100                    ",                    
"Barbadillo Reliquia Amontillado Sherry, Andalucia, Spain","
                                                ","
                            113,998","
                            98/100                    ",996
"Sine Qua Non Rien Ne Va Plus, California, USA","
                            2001                    ","
                            113,998","
                            98/100                    ","2,454"
"Sine Qua Non Inamorata Vin de Paille Roussanne, Central Coast, USA","
                            2001                    ","
                            113,998","
                            98/100                    ",780
"Rene Mure Pinot Gris Vorbourg Clos Saint Landelin Selection de Grains Nobles, Alsace Grand Cru, France","
                            2000                    ","
                            113,998","
                            98/100                    ",                    
"Equipo Navazos La Bota de Palo Cortado No. 41 'Bota No' Sherry, Andalucia, Spain","
                                                ","
                            120,413","
                            98/100                    ",185
"Emilio Hidalgo Santa Ana 1861 Pedro Ximenez Sherry, Andalucia, Spain","
                                                ","
                            120,413","
                            98/100                    ",303
"Von Othegraven Kanzemer Altenberg Riesling Trockenbeerenauslese, Mosel, Germany","
                            2009                    ","
                            120,413","
                            98/100                    ",250
"Domaine Jo Pithon Coteaux du Layon Saint-Aubin 'Clos des Bois', Loire, France","
                            1996                    ","
                            120,413","
                            98/100                    ",54
"Domaine Jo Pithon Coteaux du Layon Saint-Aubin 'Clos des Bois', Loire, France","
                            1995                    ","
                            120,413","
                            98/100                    ",                    
"Domaine Zind-Humbrecht Pinot Gris Heimbourg Vendange Tardive, Alsace, France","
                            1994                    ","
                            127,557","
                            98/100                    ",90
"Chambers Rosewood Vineyards Special Muscat, Rutherglen, Australia","
                                                ","
                            135,770","
                            98/100                    ",106
"Domaine Hubert Lamy Criots-Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            9,003","
                            98/100                    ",397
"Calera Selleck Vineyard Pinot Noir, Mount Harlan, USA","
                            2012                    ","
                            9,173","
                            98/100                    ",87
"Calera Selleck Vineyard Pinot Noir, Mount Harlan, USA","
                            2007                    ","
                            9,173","
                            98/100                    ",174
"Sine Qua Non Five Shooter Grenache, California, USA","
                            2010                    ","
                            9,220","
                            98/100                    ",330
"Marcassin Blue Slide Ridge Pinot Noir, Sonoma Coast, USA","
                            2009                    ","
                            9,278","
                            98/100                    ",235
"Marcassin Blue Slide Ridge Pinot Noir, Sonoma Coast, USA","
                            2003                    ","
                            9,278","
                            98/100                    ",403
"Marcassin Blue Slide Ridge Pinot Noir, Sonoma Coast, USA","
                            1999                    ","
                            9,278","
                            98/100                    ",392
"Marcassin Blue Slide Ridge Pinot Noir, Sonoma Coast, USA","
                            1998                    ","
                            9,278","
                            98/100                    ",411
"Morlet Family Vineyards Coup de Coeur Chardonnay, Sonoma County, USA","
                            2013                    ","
                            9,330","
                            98/100                    ",162
"Morlet Family Vineyards Coup de Coeur Chardonnay, Sonoma County, USA","
                            2008                    ","
                            9,330","
                            98/100                    ",108
"Weinlaubenhof Alois Kracher Kollektion Scheurebe Trockenbeerenauslese, Burgenland, Austria","
                            1999                    ","
                            9,330","
                            98/100                    ",102
"Hundred Acre 'Fortification' Port, Napa Valley, USA","
                            2004                    ","
                            9,478","
                            98/100                    ",476
"Abreu Vineyard Howell Mountain Red, Napa Valley, USA","
                            2009                    ","
                            9,539","
                            98/100                    ",358
"Abreu Vineyard Howell Mountain Red, Napa Valley, USA","
                            2007                    ","
                            9,539","
                            98/100                    ",417
"Remirez de Ganuza Trasnocho, Rioja DOCa, Spain","
                            2004                    ","
                            9,596","
                            98/100                    ",198
"Remirez de Ganuza Trasnocho, Rioja DOCa, Spain","
                            2001                    ","
                            9,596","
                            98/100                    ",156
"Turley Wine Cellars Rattlesnake Ridge Zinfandel, Howell Mountain, USA","
                            2013                    ","
                            9,722","
                            98/100                    ",                    
"Ferrer Bobet, Priorat DOCa, Spain","
                            2009                    ","
                            9,771","
                            98/100                    ",                    
"Domaine Huet Vouvray 'Le Haut Lieu' Premiere Trie Moelleux, Loire, France","
                            1989                    ","
                            9,771","
                            98/100                    ",121
"Familia Nin-Ortiz 'Nit de Nin' Mas d'en Cacador, Priorat DOCa, Spain","
                            2004                    ","
                            9,827","
                            98/100                    ",108
"Lokoya Winery Cabernet Sauvignon, Spring Mountain District, USA","
                            2013                    ","
                            9,952","
                            98/100                    ",381
"Lokoya Winery Cabernet Sauvignon, Spring Mountain District, USA","
                            2012                    ","
                            9,952","
                            98/100                    ",345
"The Debate Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon, Napa Valley, USA","
                            2013                    ","
                            10,079","
                            98/100                    ",211
"Blankiet Estate Paradise Hills Vineyard Rive Droite, Napa Valley, USA","
                            2009                    ","
                            10,079","
                            98/100                    ",139
"Rivers-Marie Panek Vineyard Cabernet Sauvignon, St Helena, USA","
                            2014                    ","
                            10,145","
                            98/100                    ",150
"Rivers-Marie Panek Vineyard Cabernet Sauvignon, St Helena, USA","
                            2013                    ","
                            10,145","
                            98/100                    ",206
"Mark Herold 'Herold' Cabernet Sauvignon, Napa Valley, USA","
                            2013                    ","
                            10,252","
                            98/100                    ",82
"Carter Cellars Beckstoffer To Kalon Vineyard The Grand Daddy Cabernet Sauvignon, Napa Valley, USA","
                            2013                    ","
                            10,318","
                            98/100                    ",255
"Peter Michael 'Clos du Ciel' Pinot Noir, Sonoma Coast, USA","
                            2012                    ","
                            10,318","
                            98/100                    ",269
"Peter Michael 'Clos du Ciel' Pinot Noir, Sonoma Coast, USA","
                            2009                    ","
                            10,318","
                            98/100                    ",211
"Terroir Al Limit Soc. Lda. Les Tosses, Priorat DOCa, Spain","
                            2012                    ","
                            10,376","
                            98/100                    ",159
"Domaine Fourrier Clos Saint-Jacques Cuvee Centenaire, Gevrey-Chambertin Premier Cru, France","
                            2014                    ","
                            10,429","
                            98/100                    ","1,129"
"Kongsgaard Cabernet Sauvignon, Napa Valley, USA","
                            2010                    ","
                            10,429","
                            98/100                    ",182
"Sheridan Vineyard l'Orage, Yakima Valley, USA","
                            2009                    ","
                            10,616","
                            98/100                    ",69
"Saxum Vineyards Heart Stone Vineyard, Paso Robles, USA","
                            2007                    ","
                            10,907","
                            98/100                    ",201
"Markus Molitor Zeltinger Sonnenuhr Riesling Trockenbeerenauslese, Mosel, Germany","
                            2011                    ","
                            10,974","
                            98/100                    ",663
"Disznoko Tokaji Eszencia, Tokaj-Hegyalja, Hungary","
                            2005                    ","
                            11,046","
                            98/100                    ","1,009"
"Finca Villacreces 'Nebro', Ribera del Duero, Spain","
                            2005                    ","
                            11,119","
                            98/100                    ",163
"Finca Villacreces 'Nebro', Ribera del Duero, Spain","
                            2004                    ","
                            11,119","
                            98/100                    ",149
"Finca Villacreces 'Nebro', Ribera del Duero, Spain","
                            2001                    ","
                            11,119","
                            98/100                    ",234
"Sine Qua Non Patine Syrah, California, USA","
                            2011                    ","
                            11,324","
                            98/100                    ",444
"Domaine Leroy Mazis-Chambertin Grand Cru, Cote de Nuits, France","
                            1985                    ","
                            11,402","
                            98/100                    ",                    
"Claude Dugat Chapelle-Chambertin Grand Cru, Cote de Nuits, France","
                            2002                    ","
                            11,894","
                            98/100                    ",479
"Domaine Jean-Louis Chave Hermitage Vin de Paille, Rhone, France","
                            1989                    ","
                            11,975","
                            98/100                    ","2,341"
"Reynvaan Family Vineyards Stonessence Syrah, Walla Walla Valley, USA","
                            2012                    ","
                            12,061","
                            98/100                    ",101
"Sierra Cantabria Finca El Bosque, Rioja DOCa, Spain","
                            2004                    ","
                            12,203","
                            98/100                    ",127
"Dal Forno Romano Vigneto di Monte Lodoletta, Recioto della Valpolicella DOCG, Italy","
                            1997                    ","
                            12,295","
                            98/100                    ",406
"Kamen Estate Kashmir Cabernet Sauvignon, Sonoma Valley, USA","
                            2013                    ","
                            12,384","
                            98/100                    ",174
"Kamen Estate Kashmir Cabernet Sauvignon, Sonoma Valley, USA","
                            2012                    ","
                            12,384","
                            98/100                    ",167
"Yalumba The Reserve Cabernet Sauvignon - Shiraz, South Australia","
                            1998                    ","
                            12,384","
                            98/100                    ",105
"Petrus, Pomerol, France","
                            2008                    ","
                            3","
                            97/100                    ","2,554"
"Petrus, Pomerol, France","
                            2005                    ","
                            3","
                            97/100                    ","3,807"
"Petrus, Pomerol, France","
                            2000                    ","
                            3","
                            97/100                    ","4,648"
"Petrus, Pomerol, France","
                            1975                    ","
                            3","
                            97/100                    ","2,244"
"Dom Perignon Brut, Champagne, France","
                            1971                    ","
                            4","
                            97/100                    ",555
"Dom Perignon Brut, Champagne, France","
                            1970                    ","
                            4","
                            97/100                    ",453
"Chateau Margaux, Margaux, France","
                            2008                    ","
                            5","
                            97/100                    ",466
"Chateau Margaux, Margaux, France","
                            1986                    ","
                            5","
                            97/100                    ",624
"Chateau Margaux, Margaux, France","
                            1982                    ","
                            5","
                            97/100                    ","1,057"
"Chateau Latour, Pauillac, France","
                            2015                    ","
                            6","
                            97/100                    ",975
"Chateau Latour, Pauillac, France","
                            2012                    ","
                            6","
                            97/100                    ",101
"Chateau Latour, Pauillac, France","
                            2009                    ","
                            6","
                            97/100                    ","1,446"
"Chateau Latour, Pauillac, France","
                            1964                    ","
                            6","
                            97/100                    ",705
"Chateau Latour, Pauillac, France","
                            1961                    ","
                            6","
                            97/100                    ","4,479"
"Chateau d'Yquem, Sauternes, France","
                            2013                    ","
                            8","
                            97/100                    ",306
"Chateau d'Yquem, Sauternes, France","
                            1971                    ","
                            8","
                            97/100                    ",573
"Chateau d'Yquem, Sauternes, France","
                            1947                    ","
                            8","
                            97/100                    ","3,519"
"Chateau Haut-Brion, Pessac-Leognan, France","
                            2009                    ","
                            9","
                            97/100                    ",907
"Chateau Haut-Brion, Pessac-Leognan, France","
                            1955                    ","
                            9","
                            97/100                    ","1,345"
"Chateau Haut-Brion, Pessac-Leognan, France","
                            1926                    ","
                            9","
                            97/100                    ","1,636"
"Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France","
                            2013                    ","
                            10","
                            97/100                    ","15,674"
"Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France","
                            2008                    ","
                            10","
                            97/100                    ","17,121"
"Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France","
                            1998                    ","
                            10","
                            97/100                    ","18,142"
"Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France","
                            1988                    ","
                            10","
                            97/100                    ","18,989"
"Tenuta San Guido Sassicaia Bolgheri, Tuscany, Italy","
                            2013                    ","
                            11","
                            97/100                    ",170
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France","
                            2014                    ","
                            12","
                            97/100                    ",447
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France","
                            2012                    ","
                            12","
                            97/100                    ",450
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France","
                            2009                    ","
                            12","
                            97/100                    ","1,001"
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France","
                            2006                    ","
                            12","
                            97/100                    ",570
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France","
                            2000                    ","
                            12","
                            97/100                    ",898
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France","
                            1964                    ","
                            12","
                            97/100                    ","1,083"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            2013                    ","
                            13","
                            97/100                    ","3,511"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            2012                    ","
                            13","
                            97/100                    ","3,688"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            2010                    ","
                            13","
                            97/100                    ","3,960"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            2009                    ","
                            13","
                            97/100                    ","4,200"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            2008                    ","
                            13","
                            97/100                    ","3,896"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            2006                    ","
                            13","
                            97/100                    ","3,865"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            2002                    ","
                            13","
                            97/100                    ","4,758"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            1997                    ","
                            13","
                            97/100                    ","3,808"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            1991                    ","
                            13","
                            97/100                    ","4,803"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            1988                    ","
                            13","
                            97/100                    ","3,857"
"Chateau Lynch-Bages, Pauillac, France","
                            2000                    ","
                            14","
                            97/100                    ",251
"Chateau Pontet-Canet, Pauillac, France","
                            2005                    ","
                            15","
                            97/100                    ",140
"Louis Roederer Cristal Brut Millesime, Champagne, France","
                            2004                    ","
                            16","
                            97/100                    ",238
"Louis Roederer Cristal Brut Millesime, Champagne, France","
                            1990                    ","
                            16","
                            97/100                    ",492
"Louis Roederer Cristal Brut Millesime, Champagne, France","
                            1979                    ","
                            16","
                            97/100                    ",741
"Chateau Leoville-Las Cases 'Grand Vin de Leoville', Saint-Julien, France","
                            2015                    ","
                            17","
                            97/100                    ",191
"Chateau Leoville-Las Cases 'Grand Vin de Leoville', Saint-Julien, France","
                            2010                    ","
                            17","
                            97/100                    ",262
"Chateau Leoville-Las Cases 'Grand Vin de Leoville', Saint-Julien, France","
                            2009                    ","
                            17","
                            97/100                    ",298
"Chateau Leoville-Las Cases 'Grand Vin de Leoville', Saint-Julien, France","
                            2008                    ","
                            17","
                            97/100                    ",157
"Domaine Armand Rousseau Pere et Fils Chambertin Grand Cru, Cote de Nuits, France","
                            1988                    ","
                            38","
                            97/100                    ","2,978"
"Screaming Eagle Cabernet Sauvignon, Napa Valley, USA","
                            2013                    ","
                            42","
                            97/100                    ","2,799"
"Screaming Eagle Cabernet Sauvignon, Napa Valley, USA","
                            2004                    ","
                            42","
                            97/100                    ","3,130"
"Screaming Eagle Cabernet Sauvignon, Napa Valley, USA","
                            2002                    ","
                            42","
                            97/100                    ","3,162"
"Screaming Eagle Cabernet Sauvignon, Napa Valley, USA","
                            1993                    ","
                            42","
                            97/100                    ","3,714"
"Chateau Calon-Segur, Saint-Estephe, France","
                            2003                    ","
                            43","
                            97/100                    ",112
"Domaine de la Romanee-Conti Richebourg Grand Cru, Cote de Nuits, France","
                            2014                    ","
                            44","
                            97/100                    ","2,167"
"Domaine de la Romanee-Conti Richebourg Grand Cru, Cote de Nuits, France","
                            2012                    ","
                            44","
                            97/100                    ","2,439"
"Domaine de la Romanee-Conti Richebourg Grand Cru, Cote de Nuits, France","
                            2009                    ","
                            44","
                            97/100                    ","2,598"
"Domaine de la Romanee-Conti Richebourg Grand Cru, Cote de Nuits, France","
                            2003                    ","
                            44","
                            97/100                    ","2,749"
"Domaine de la Romanee-Conti Richebourg Grand Cru, Cote de Nuits, France","
                            1999                    ","
                            44","
                            97/100                    ","4,331"
"Domaine de la Romanee-Conti Richebourg Grand Cru, Cote de Nuits, France","
                            1997                    ","
                            44","
                            97/100                    ","2,252"
"Salon Cuvee 'S' Le Mesnil Blanc de Blancs, Champagne, France","
                            1996                    ","
                            45","
                            97/100                    ",689
"Chateau Gruaud-Larose, Saint-Julien, France","
                            1928                    ","
                            46","
                            97/100                    ","1,445"
"Dominus Estate Christian Moueix, Napa Valley, USA","
                            2009                    ","
                            48","
                            97/100                    ",180
"Dominus Estate Christian Moueix, Napa Valley, USA","
                            2004                    ","
                            48","
                            97/100                    ",205
"Dominus Estate Christian Moueix, Napa Valley, USA","
                            1994                    ","
                            48","
                            97/100                    ",360
"Harlan Estate, Napa Valley, USA","
                            2009                    ","
                            49","
                            97/100                    ",759
"Harlan Estate, Napa Valley, USA","
                            1996                    ","
                            49","
                            97/100                    ",741
"Joseph Phelps Vineyards Insignia, Napa Valley, USA","
                            2003                    ","
                            50","
                            97/100                    ",188
"Clos des Papes Chateauneuf-du-Pape, Rhone, France","
                            2003                    ","
                            53","
                            97/100                    ",98
"Domaine de la Romanee-Conti Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France","
                            2010                    ","
                            54","
                            97/100                    ","2,040"
"Domaine de la Romanee-Conti Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France","
                            2005                    ","
                            54","
                            97/100                    ","2,337"
"Domaine de la Romanee-Conti Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France","
                            1998                    ","
                            54","
                            97/100                    ","2,229"
"Domaine de la Romanee-Conti Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France","
                            1990                    ","
                            54","
                            97/100                    ","3,040"
"M. Chapoutier Ermitage Le Meal Blanc, Rhone, France","
                            2003                    ","
                            1,483","
                            98/100                    ",170
"M. Chapoutier Ermitage Le Meal Blanc, Rhone, France","
                            2000                    ","
                            1,483","
                            98/100                    ",188
"Elio Grasso Gavarini Vigna Chiniera, Barolo DOCG, Italy","
                            2010                    ","
                            1,490","
                            98/100                    ",103
"Elio Grasso Gavarini Vigna Chiniera, Barolo DOCG, Italy","
                            1989                    ","
                            1,490","
                            98/100                    ",147
"Sine Qua Non Cumulus Vineyard 'Next of Kyn', Central Coast, USA","
                            2010                    ","
                            1,503","
                            98/100                    ",566
"Roberto Voerzio Cerequio, Barolo DOCG, Italy","
                            2007                    ","
                            1,516","
                            98/100                    ",200
"Elio Altare Cerretta Vigna Bricco, Barolo DOCG, Italy","
                            2010                    ","
                            1,525","
                            98/100                    ",97
"Domaine Jean Macle Chateau-Chalon, Jura, France","
                            2007                    ","
                            1,531","
                            98/100                    ",92
"Kaesler Old Bastard Shiraz, Barossa Valley, Australia","
                            2009                    ","
                            1,564","
                            98/100                    ",199
"Kaesler Old Bastard Shiraz, Barossa Valley, Australia","
                            2005                    ","
                            1,564","
                            98/100                    ",130
"M. Chapoutier Ermitage 'L'Ermite Blanc', Rhone, France","
                            2001                    ","
                            1,565","
                            98/100                    ",197
"Standish The Relic Shiraz - Viognier, Barossa Valley, Australia","
                            2003                    ","
                            1,570","
                            98/100                    ",86
"PlumpJack Winery Reserve Cabernet Sauvignon, Oakville, USA","
                            2014                    ","
                            1,576","
                            98/100                    ",346
"PlumpJack Winery Reserve Cabernet Sauvignon, Oakville, USA","
                            2008                    ","
                            1,576","
                            98/100                    ",218
"PlumpJack Winery Reserve Cabernet Sauvignon, Oakville, USA","
                            2003                    ","
                            1,576","
                            98/100                    ",157
"Royal Tokaji Essencia, Tokaj-Hegyalja, Hungary","
                            2003                    ","
                            1,596","
                            98/100                    ",983
"Case Basse di Gianfranco Soldera Intistieti, Brunello di Montalcino Riserva DOCG, Italy","
                            1995                    ","
                            1,605","
                            98/100                    ",573
"Aubert Wines Lauren Vineyard Chardonnay, Sonoma Coast, USA","
                            2013                    ","
                            1,624","
                            98/100                    ",191
