wine_name,vintage,popularity,score,avg_price
"Weingut Donnhoff Niederhauser Hermannshohle Riesling Spatlese, Nahe, Germany","
                            2011                    ","
                            2,666","
                            96/100                    ",47
"Weingut Donnhoff Niederhauser Hermannshohle Riesling Spatlese, Nahe, Germany","
                            2009                    ","
                            2,666","
                            96/100                    ",44
"Weingut Donnhoff Niederhauser Hermannshohle Riesling Spatlese, Nahe, Germany","
                            2007                    ","
                            2,666","
                            96/100                    ",50
"Weingut Donnhoff Niederhauser Hermannshohle Riesling Spatlese, Nahe, Germany","
                            2004                    ","
                            2,666","
                            96/100                    ",43
"Weingut Donnhoff Niederhauser Hermannshohle Riesling Spatlese, Nahe, Germany","
                            2002                    ","
                            2,666","
                            96/100                    ",66
"Domaine Giraud Chateauneuf-du-Pape Grenaches de Pierre, Rhone, France","
                            2006                    ","
                            2,672","
                            96/100                    ",51
"Domaine Roulot Charmes, Meursault Premier Cru, France","
                            2010                    ","
                            2,678","
                            96/100                    ",527
"Domaine Roulot Charmes, Meursault Premier Cru, France","
                            2009                    ","
                            2,678","
                            96/100                    ",468
"Brovia 'Brea Vigna Ca' Mia', Barolo DOCG, Italy","
                            2008                    ","
                            3,833","
                            96/100                    ",78
"Brovia 'Brea Vigna Ca' Mia', Barolo DOCG, Italy","
                            2006                    ","
                            3,833","
                            96/100                    ",76
"Alvear Pedro Ximenez de Anada, Montilla-Moriles, Spain","
                            2014                    ","
                            3,843","
                            96/100                    ",37
"Alvear Pedro Ximenez de Anada, Montilla-Moriles, Spain","
                            2004                    ","
                            3,843","
                            96/100                    ",51
"D'Oliveiras Verdelho Vintage Madeira, Portugal","
                            1890                    ","
                            3,843","
                            96/100                    ",885
"D'Oliveiras Verdelho Vintage Madeira, Portugal","
                            1850                    ","
                            3,843","
                            96/100                    ","1,183"
"Achaval Ferrer Finca Mirador Malbec, Maipu, Argentina","
                            2013                    ","
                            3,876","
                            96/100                    ",95
"Achaval Ferrer Finca Mirador Malbec, Maipu, Argentina","
                            2009                    ","
                            3,876","
                            96/100                    ",95
"Achaval Ferrer Finca Mirador Malbec, Maipu, Argentina","
                            2008                    ","
                            3,876","
                            96/100                    ",87
"Achaval Ferrer Finca Mirador Malbec, Maipu, Argentina","
                            2004                    ","
                            3,876","
                            96/100                    ",                    
"Fox Creek Reserve Shiraz, McLaren Vale, Australia","
                            1998                    ","
                            3,876","
                            96/100                    ",60
"Fox Creek Reserve Shiraz, McLaren Vale, Australia","
                            1997                    ","
                            3,876","
                            96/100                    ",57
"Mount Eden Vineyards Chardonnay, Santa Cruz Mountains, USA","
                            2007                    ","
                            3,887","
                            96/100                    ",                    
"Mount Eden Vineyards Chardonnay, Santa Cruz Mountains, USA","
                            1992                    ","
                            3,887","
                            96/100                    ",50
"Larkmead Vineyards Solari Cabernet Sauvignon, Napa Valley, USA","
                            2013                    ","
                            3,898","
                            96/100                    ",195
"Domaine de Cristia Chateauneuf-du-Pape Vieilles Vignes, Rhone, France","
                            2006                    ","
                            3,905","
                            96/100                    ",55
"Domaine de Cristia Chateauneuf-du-Pape Vieilles Vignes, Rhone, France","
                            2005                    ","
                            3,905","
                            96/100                    ",51
"San Filippo Le Lucere, Brunello di Montalcino DOCG, Italy","
                            2010                    ","
                            3,915","
                            96/100                    ",71
"Aubert Wines Larry Hyde & Sons Vineyard Chardonnay, Carneros, USA","
                            2013                    ","
                            3,925","
                            96/100                    ",155
"Aubert Wines Larry Hyde & Sons Vineyard Chardonnay, Carneros, USA","
                            2012                    ","
                            3,925","
                            96/100                    ",121
"Aubert Wines Larry Hyde & Sons Vineyard Chardonnay, Carneros, USA","
                            2008                    ","
                            3,925","
                            96/100                    ",139
"Bodega Noemia de Patagonia Malbec, Rio Negro, Argentina","
                            2011                    ","
                            3,933","
                            96/100                    ",75
"Monteverro Toscana IGT, Tuscany, Italy","
                            2010                    ","
                            3,933","
                            96/100                    ",115
"Domaine du Colombier Hermitage Rouge, Rhone, France","
                            2010                    ","
                            3,965","
                            96/100                    ",57
"Palari Faro, Sicily, Italy","
                            2007                    ","
                            3,974","
                            96/100                    ",69
"Kumeu River Hunting Hill Chardonnay, Kumeu, New Zealand","
                            2013                    ","
                            2,387","
                            96/100                    ",43
"Domaine de L'Arlot Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France","
                            2011                    ","
                            2,401","
                            96/100                    ",353
"Domaine de la Vieille Julienne Chateauneuf-du-Pape, Rhone, France","
                            2007                    ","
                            2,408","
                            96/100                    ",61
"Domaine de la Vieille Julienne Chateauneuf-du-Pape, Rhone, France","
                            1998                    ","
                            2,408","
                            96/100                    ",84
"Catena Zapata Adrianna Vineyard Malbec, Gualtallary, Argentina","
                            2010                    ","
                            2,418","
                            96/100                    ",71
"Catena Zapata Adrianna Vineyard Malbec, Gualtallary, Argentina","
                            2007                    ","
                            2,418","
                            96/100                    ",101
"Denis Dubourdieu Chateau Doisy-Daene L'Extravagant de Doisy-Daene, Sauternes, France","
                            2005                    ","
                            2,418","
                            96/100                    ",349
"Duemani 'Duemani' Cabernet Franc Costa Toscana IGT, Tuscany, Italy","
                            2009                    ","
                            2,429","
                            96/100                    ",79
"Duemani 'Duemani' Cabernet Franc Costa Toscana IGT, Tuscany, Italy","
                            2008                    ","
                            2,429","
                            96/100                    ",104
"Fuligni Brunello di Montalcino Riserva DOCG, Tuscany, Italy","
                            2010                    ","
                            2,439","
                            96/100                    ",121
"Fuligni Brunello di Montalcino Riserva DOCG, Tuscany, Italy","
                            2004                    ","
                            2,439","
                            96/100                    ",97
"Peter Michael 'Ma Danseuse' Pinot Noir, Sonoma Coast, USA","
                            2013                    ","
                            2,444","
                            96/100                    ",150
"Roberto Voerzio La Serra, Barolo DOCG, Italy","
                            2008                    ","
                            2,451","
                            96/100                    ",142
"Markus Molitor Zeltinger Sonnenuhr Riesling Auslese, Mosel, Germany","
                            2007                    ","
                            2,451","
                            96/100                    ",51
"Louis Jadot Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2010                    ","
                            2,466","
                            96/100                    ",264
"Louis Jadot Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2006                    ","
                            2,466","
                            96/100                    ",258
"Domaine Santa Duc Gigondas Prestige des Hautes Garrigues, Rhone, France","
                            2009                    ","
                            2,479","
                            96/100                    ",47
"Domaine Santa Duc Gigondas Prestige des Hautes Garrigues, Rhone, France","
                            2005                    ","
                            2,479","
                            96/100                    ",33
"Domaine Santa Duc Gigondas Prestige des Hautes Garrigues, Rhone, France","
                            1995                    ","
                            2,479","
                            96/100                    ",50
"Giaconda Chardonnay, Beechworth, Australia","
                            2004                    ","
                            2,492","
                            96/100                    ",158
"Fratelli Alessandria Barolo Monvigliero, Barolo DOCG, Italy","
                            2010                    ","
                            2,507","
                            96/100                    ",77
"Occidental-Kistler Vineyards 'Bodega Headlands Vineyard Cuvee Elizabeth', Sonoma Coast, USA","
                            2013                    ","
                            2,528","
                            96/100                    ",154
"Occidental-Kistler Vineyards 'Bodega Headlands Vineyard Cuvee Elizabeth', Sonoma Coast, USA","
                            2008                    ","
                            2,528","
                            96/100                    ",201
"Domaine Henri Boillot Montrachet Grand Cru, Cote de Beaune, France","
                            2007                    ","
                            2,535","
                            96/100                    ",                    
"Bruno Giacosa Barbaresco DOCG, Piedmont, Italy","
                            1990                    ","
                            2,535","
                            96/100                    ",667
"Parusso Armando Bussia, Barolo DOCG, Italy","
                            2001                    ","
                            3,983","
                            96/100                    ",104
"Craggy Range Le Sol Syrah, Gimblett Gravels, New Zealand","
                            2009                    ","
                            4,011","
                            96/100                    ",75
"Craggy Range Le Sol Syrah, Gimblett Gravels, New Zealand","
                            2007                    ","
                            4,011","
                            96/100                    ",71
"Maculan Fratta, Veneto, Italy","
                            2004                    ","
                            4,019","
                            96/100                    ",61
"Weingut Emrich-Schonleber Monzinger Halenberg Riesling Grosses Gewachs, Nahe, Germany","
                            2009                    ","
                            4,055","
                            96/100                    ",52
"Markus Molitor Brauneberger Klostergarten Pinot Noir Trocken, Mosel, Germany","
                            2012                    ","
                            4,065","
                            96/100                    ",77
"Catena Zapata Adrianna Vineyard 'White Bones' Chardonnay, Gualtallary, Argentina","
                            2010                    ","
                            4,065","
                            96/100                    ",80
"Catena Zapata Adrianna Vineyard 'White Bones' Chardonnay, Gualtallary, Argentina","
                            2009                    ","
                            4,065","
                            96/100                    ",99
"Hourglass Estate Cabernet Sauvignon, Napa Valley, USA","
                            2013                    ","
                            4,128","
                            96/100                    ",165
"Raul Perez Ultreia de Valtuille, Bierzo, Spain","
                            2013                    ","
                            4,156","
                            96/100                    ",57
"The Debate Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA","
                            2013                    ","
                            4,156","
                            96/100                    ",162
"Raul Perez Ultreia de Valtuille, Bierzo, Spain","
                            2010                    ","
                            4,156","
                            96/100                    ",72
"Raul Perez Ultreia de Valtuille, Bierzo, Spain","
                            2008                    ","
                            4,156","
                            96/100                    ",92
"Weingut Donnhoff Niederhauser Hermannshohle Riesling Auslese Goldkapsel, Nahe, Germany","
                            2013                    ","
                            4,169","
                            96/100                    ",61
"Desmeure Domaine des Remizieres Hermitage Cuvee Emilie, Rhone, France","
                            2009                    ","
                            4,169","
                            96/100                    ",55
"Lucien Le Moine Clos de la Roche Grand Cru, Cote de Nuits, France","
                            2005                    ","
                            4,169","
                            96/100                    ",344
"Bodegas Hacienda Monasterio Reserva, Ribera del Duero, Spain","
                            2004                    ","
                            4,169","
                            96/100                    ",                    
"Rotllan Torra Tirant, Priorat DOCa, Spain","
                            2003                    ","
                            4,169","
                            96/100                    ",78
"Desmeure Domaine des Remizieres Hermitage Cuvee Emilie, Rhone, France","
                            1999                    ","
                            4,169","
                            96/100                    ",70
"Costers del Siurana Clos de l'Obac, Priorat DOCa, Spain","
                            1995                    ","
                            4,200","
                            96/100                    ",47
"Jonata 'El Desafio de Jonata' Red, Santa Ynez Valley, USA","
                            2013                    ","
                            4,213","
                            96/100                    ",118
"Taylor Fladgate Vargellas Vinha Velha Vintage Port, Portugal","
                            2009                    ","
                            4,213","
                            96/100                    ",188
"Taylor Fladgate Vargellas Vinha Velha Vintage Port, Portugal","
                            2000                    ","
                            4,213","
                            96/100                    ",167
"Bevan Cellars 'EE - Double E' Red, Oakville, USA","
                            2013                    ","
                            4,222","
                            96/100                    ",261
"Brand Cabernet Sauvignon, Napa Valley, USA","
                            2014                    ","
                            4,263","
                            96/100                    ",191
"M. Chapoutier Saint-Joseph Blanc 'Les Granits', Rhone, France","
                            2013                    ","
                            5,075","
                            96/100                    ",75
"M. Chapoutier Saint-Joseph Blanc 'Les Granits', Rhone, France","
                            2010                    ","
                            5,075","
                            96/100                    ",43
"Realm Cellars Farella Vineyard Cabernet Sauvignon, Napa Valley, USA","
                            2012                    ","
                            5,095","
                            96/100                    ",190
"Weingut Donnhoff Oberhauser Brucke Riesling Spatlese, Nahe, Germany","
                            2011                    ","
                            5,095","
                            96/100                    ",37
"Bodegas Emilio Moro 'Malleolus de Valderramiro', Ribera del Duero, Spain","
                            2007                    ","
                            5,095","
                            96/100                    ",112
"Weingut Donnhoff Oberhauser Brucke Riesling Spatlese, Nahe, Germany","
                            2006                    ","
                            5,095","
                            96/100                    ",37
"Avignonesi Vin Santo di Montepulciano, Tuscany, Italy","
                            1993                    ","
                            5,114","
                            96/100                    ",240
"Alban Vineyards Seymour's Vineyard Syrah, Edna Valley, USA","
                            2009                    ","
                            5,124","
                            96/100                    ",174
"Alban Vineyards Seymour's Vineyard Syrah, Edna Valley, USA","
                            2005                    ","
                            5,124","
                            96/100                    ",208
"Alban Vineyards Seymour's Vineyard Syrah, Edna Valley, USA","
                            2003                    ","
                            5,124","
                            96/100                    ",311
"Alban Vineyards Seymour's Vineyard Syrah, Edna Valley, USA","
                            2002                    ","
                            5,124","
                            96/100                    ",231
"Alban Vineyards Seymour's Vineyard Syrah, Edna Valley, USA","
                            2000                    ","
                            5,124","
                            96/100                    ",293
"Pride Mountain Vineyards Reserve Claret, California, USA","
                            2010                    ","
                            5,144","
                            96/100                    ",170
"Pride Mountain Vineyards Reserve Claret, California, USA","
                            2006                    ","
                            5,144","
                            96/100                    ",142
"Pride Mountain Vineyards Reserve Claret, California, USA","
                            2002                    ","
                            5,144","
                            96/100                    ",176
"Pride Mountain Vineyards Reserve Claret, California, USA","
                            2001                    ","
                            5,144","
                            96/100                    ",176
"Pride Mountain Vineyards Reserve Claret, California, USA","
                            1999                    ","
                            5,144","
                            96/100                    ",185
"Pride Mountain Vineyards Reserve Claret, California, USA","
                            1995                    ","
                            5,144","
                            96/100                    ",195
"Pine Ridge Vineyards Fortis, Napa Valley, USA","
                            2012                    ","
                            5,166","
                            96/100                    ",144
"Domaine Marc Sorrel Hermitage Les Rocoules, Rhone, France","
                            2003                    ","
                            5,183","
                            96/100                    ",102
"Vineyard 29 Aida Estate Cabernet Sauvignon, Napa Valley, USA","
                            2005                    ","
                            5,249","
                            96/100                    ",171
"Vineyard 29 Aida Estate Cabernet Sauvignon, Napa Valley, USA","
                            2003                    ","
                            5,249","
                            96/100                    ",195
"Peter Michael 'Cuvee Indigene' Chardonnay, Sonoma County, USA","
                            2013                    ","
                            5,265","
                            96/100                    ",206
"Peter Michael 'Cuvee Indigene' Chardonnay, Sonoma County, USA","
                            2005                    ","
                            5,265","
                            96/100                    ",179
"Clarendon Hills Romas Grenache, McLaren Vale, Australia","
                            2001                    ","
                            5,265","
                            96/100                    ",59
"Domaine du Comte Liger-Belair Les Petits Monts, Vosne-Romanee Premier Cru, France","
                            2012                    ","
                            4,425","
                            96/100                    ","1,394"
"Greenock Creek Vineyards & Cellars Alices Block Shiraz, Barossa Valley, Australia","
                            2005                    ","
                            4,425","
                            96/100                    ",64
"Greenock Creek Vineyards & Cellars Alices Block Shiraz, Barossa Valley, Australia","
                            2002                    ","
                            4,425","
                            96/100                    ",68
"Brovia Rocche di Castiglione, Barolo DOCG, Italy","
                            2007                    ","
                            4,441","
                            96/100                    ",55
"Uccelliera Brunello di Montalcino Riserva DOCG, Tuscany, Italy","
                            2004                    ","
                            4,441","
                            96/100                    ",110
"Domaine A Cabernet Sauvignon, Coal River Valley, Australia","
                            2000                    ","
                            4,441","
                            96/100                    ",67
"O'Shaughnessy Estate Mount Veeder Cabernet Sauvignon, California, USA","
                            2013                    ","
                            4,455","
                            96/100                    ",118
"Clarendon Hills Hickinbotham Syrah, McLaren Vale, Australia","
                            2003                    ","
                            4,455","
                            96/100                    ",44
"Hobbs Gregor Shiraz, Barossa Valley, Australia","
                            2005                    ","
                            4,475","
                            96/100                    ",66
"Hobbs Gregor Shiraz, Barossa Valley, Australia","
                            2003                    ","
                            4,475","
                            96/100                    ",55
"Domaine Le Clos des Fees Cotes du Roussillon Villages, France","
                            2013                    ","
                            4,515","
                            96/100                    ",47
"Domaine Le Clos des Fees Cotes du Roussillon Villages, France","
                            2005                    ","
                            4,515","
                            96/100                    ",59
"Cantina del Pino Ovello, Barbaresco DOCG, Italy","
                            2010                    ","
                            4,530","
                            96/100                    ",51
"Delas Freres Saint-Joseph Sainte-Epine, Rhone, France","
                            2009                    ","
                            4,530","
                            96/100                    ",46
"Cedric Bouchard Roses de Jeanne La Boloree Blanc de Blancs, Champagne, France","
                            2007                    ","
                            4,550","
                            96/100                    ",136
"Descendientes de J. Palacios La Faraona, Bierzo, Spain","
                            2012                    ","
                            4,555","
                            96/100                    ",693
"Vega Sicilia Oremus Eszencia, Tokaj-Hegyalja, Hungary","
                            2003                    ","
                            4,555","
                            96/100                    ",512
"Futo 5500 SLD Estate Cabernet Sauvignon, Stags Leap District, USA","
                            2014                    ","
                            4,573","
                            96/100                    ",383
"Venge Vineyards Bone Ash Vineyard Cabernet Sauvignon, Napa Valley, USA","
                            2013                    ","
                            4,573","
                            96/100                    ",97
"Domaine Hubert Lignier Charmes-Chambertin Grand Cru, Cote de Nuits, France","
                            1988                    ","
                            4,573","
                            96/100                    ",715
"Switchback Ridge Peterson Family Vineyard Cabernet Sauvignon, Napa Valley, USA","
                            2012                    ","
                            4,584","
                            96/100                    ",84
"M. Chapoutier Ermitage Vin de Paille, Rhone, France","
                            2009                    ","
                            4,584","
                            96/100                    ",207
"Switchback Ridge Peterson Family Vineyard Cabernet Sauvignon, Napa Valley, USA","
                            2002                    ","
                            4,584","
                            96/100                    ",242
"M. Chapoutier Ermitage Vin de Paille, Rhone, France","
                            2000                    ","
                            4,584","
                            96/100                    ",267
"M. Chapoutier Ermitage Vin de Paille, Rhone, France","
                            1990                    ","
                            4,584","
                            96/100                    ",299
"Kistler Vineyards Cuvee Cathleen Chardonnay, Sonoma Valley, USA","
                            1992                    ","
                            4,756","
                            96/100                    ",108
"Chateau de la Negly La Clape La Porte du Ciel, Languedoc-Roussillon, France","
                            2010                    ","
                            4,770","
                            96/100                    ",154
"Chateau de la Negly La Clape La Porte du Ciel, Languedoc-Roussillon, France","
                            1999                    ","
                            4,770","
                            96/100                    ",64
"Egon Muller Wiltingen Scharzhofberger Riesling Auslese Goldkapsel, Mosel, Germany","
                            2010                    ","
                            4,780","
                            96/100                    ",862
"Egon Muller Wiltingen Scharzhofberger Riesling Auslese Goldkapsel, Mosel, Germany","
                            2007                    ","
                            4,780","
                            96/100                    ","1,681"
"Barbeito Malvasia, Madeira, Portugal","
                            1875                    ","
                            4,780","
                            96/100                    ","1,133"
"Barbeito Malvasia, Madeira, Portugal","
                            1834                    ","
                            4,780","
                            96/100                    ","1,704"
"Daou Vineyards Estate Soul of a Lion Red, Paso Robles, USA","
                            2013                    ","
                            4,801","
                            96/100                    ",134
"Lucien Le Moine Chambertin Clos de Beze Grand Cru, Cote de Nuits, France","
                            2007                    ","
                            4,882","
                            96/100                    ",246
"Lucien Le Moine Chambertin Clos de Beze Grand Cru, Cote de Nuits, France","
                            2006                    ","
                            4,882","
                            96/100                    ",243
"Domaine Dugat-Py Mazoyeres-Chambertin Grand Cru, Cote de Nuits, France","
                            2005                    ","
                            4,904","
                            96/100                    ",584
"Dana Estates Helms Vineyard Cabernet Sauvignon, Rutherford, USA","
                            2012                    ","
                            4,940","
                            96/100                    ",459
"Dana Estates Helms Vineyard Cabernet Sauvignon, Rutherford, USA","
                            2008                    ","
                            4,940","
                            96/100                    ",373
"Seven Stones Cabernet Sauvignon, Napa Valley, USA","
                            2012                    ","
                            4,957","
                            96/100                    ",139
"Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Spatlese, Mosel, Germany","
                            2007                    ","
                            4,957","
                            96/100                    ",33
"Etienne Sauzet Bienvenues-Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2007                    ","
                            4,979","
                            96/100                    ",236
"Mount Eden Vineyards Pinot Noir, Santa Cruz Mountains, USA","
                            2010                    ","
                            5,007","
                            96/100                    ",64
"Marcassin Three Sisters Chardonnay, Sonoma Coast, USA","
                            2006                    ","
                            5,007","
                            96/100                    ",217
"Marcassin Three Sisters Chardonnay, Sonoma Coast, USA","
                            2005                    ","
                            5,007","
                            96/100                    ",228
"Marcassin Three Sisters Chardonnay, Sonoma Coast, USA","
                            2003                    ","
                            5,007","
                            96/100                    ",260
"Marcassin Three Sisters Chardonnay, Sonoma Coast, USA","
                            2002                    ","
                            5,007","
                            96/100                    ",283
"Booker Vineyard Fracture Syrah, Paso Robles, USA","
                            2012                    ","
                            5,042","
                            96/100                    ",                    
"Mas de Boislauzon Chateauneuf-du-Pape Cuvee Quet, Rhone, France","
                            2012                    ","
                            5,042","
                            96/100                    ",81
"Mas de Boislauzon Chateauneuf-du-Pape Cuvee Quet, Rhone, France","
                            2009                    ","
                            5,042","
                            96/100                    ",80
"Mas de Boislauzon Chateauneuf-du-Pape Cuvee Quet, Rhone, France","
                            2003                    ","
                            5,042","
                            96/100                    ",57
"Kistler Vineyards Hudson Vineyard Chardonnay, Carneros, USA","
                            2009                    ","
                            5,856","
                            96/100                    ",123
"Yao Family Wines Yao Ming Family Reserve Cabernet Sauvignon, Napa Valley, USA","
                            2012                    ","
                            5,906","
                            96/100                    ",209
"Saxum Vineyards Booker Vineyard Red, Paso Robles, USA","
                            2011                    ","
                            5,906","
                            96/100                    ",144
"Saxum Vineyards Booker Vineyard Red, Paso Robles, USA","
                            2009                    ","
                            5,906","
                            96/100                    ",164
"Stephane Vedeau La Ferme du Mont Chateauneuf-du-Pape Cotes Capelan, Rhone, France","
                            2007                    ","
                            5,906","
                            96/100                    ",51
"Orin Swift Mannequin, California, USA","
                            2013                    ","
                            5,941","
                            96/100                    ",28
"D'Oliveiras Malvasia Reserva Vintage Madeira, Portugal","
                            1875                    ","
                            5,941","
                            96/100                    ",872
"Jean-Noel Gagnard - Caroline Lestime Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            5,991","
                            96/100                    ",299
"Tensley Colson Canyon Vineyard Syrah, Santa Barbara County, USA","
                            2008                    ","
                            5,991","
                            96/100                    ",61
"Albert Bichot Domaine du Clos Frantin Richebourg Grand Cru, Cote de Nuits, France","
                            2011                    ","
                            6,016","
                            96/100                    ",444
"Clos Saint-Jean Chateauneuf-du-Pape Vieilles Vignes, Rhone, France","
                            2010                    ","
                            6,016","
                            96/100                    ",52
"Domaine Roulot Poruzot, Meursault Premier Cru, France","
                            2009                    ","
                            6,016","
                            96/100                    ",322
"Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese Goldkapsel, Mosel, Germany","
                            2009                    ","
                            6,016","
                            96/100                    ",43
"Quilceda Creek Palengat Vineyard Red, Horse Heaven Hills, USA","
                            2007                    ","
                            6,016","
                            96/100                    ",130
"Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese Goldkapsel, Mosel, Germany","
                            2001                    ","
                            6,016","
                            96/100                    ",129
"Domaine Fontaine-Gagnard Montrachet Grand Cru, Cote de Beaune, France","
                            2013                    ","
                            6,045","
                            96/100                    ",620
"Agrapart & Fils L'Avizoise Grand Cru Blanc de Blancs Extra Brut, Champagne, France","
                            2005                    ","
                            6,070","
                            96/100                    ",107
"Henry's Drive Reserve Shiraz, Padthaway, Australia","
                            2001                    ","
                            6,070","
                            96/100                    ",35
"Domaine Zind-Humbrecht Riesling Clos Windsbuhl, Alsace, France","
                            1996                    ","
                            6,089","
                            96/100                    ",62
"Descendientes de J. Palacios Las Lamas, Bierzo, Spain","
                            2013                    ","
                            6,207","
                            96/100                    ",93
"Philippe Foreau Domaine du Clos Naudin Vouvray Moelleux Reserve, Loire, France","
                            2005                    ","
                            6,207","
                            96/100                    ",94
"Domaine Clusel-Roch Les Grandes Places Cote Rotie, Rhone, France","
                            2005                    ","
                            6,230","
                            96/100                    ",113
"Hundred Acre 'Precious' Cabernet Sauvignon, Napa Valley, USA","
                            2012                    ","
                            6,252","
                            96/100                    ",370
"Weingut Robert Weil Kiedricher Grafenberg Riesling Trockenbeerenauslese, Rheingau, Germany","
                            2011                    ","
                            6,299","
                            96/100                    ",833
"Weingut Robert Weil Kiedricher Grafenberg Riesling Trockenbeerenauslese, Rheingau, Germany","
                            2007                    ","
                            6,299","
                            96/100                    ",790
"Peter Michael 'Cuvee Indigene' Chardonnay, Sonoma County, USA","
                            1998                    ","
                            5,265","
                            96/100                    ",78
"Ferraton Pere & Fils Ermitage Le Meal, Rhone, France","
                            2010                    ","
                            5,288","
                            96/100                    ",75
"Jacques Selosse Lieux-dits 'Le Bout du Clos' Ambonnay Grand Cru Extra Brut, Champagne, France","
                                                ","
                            5,298","
                            96/100                    ",288
"Brovia Garblet Sue Barolo DOCG, Piedmont, Italy","
                            2008                    ","
                            5,298","
                            96/100                    ",61
"Andre Perret Condrieu Coteau du Chery, Rhone, France","
                            2006                    ","
                            5,323","
                            96/100                    ",70
"Domaine Berthet-Bondet Chateau-Chalon Vin Jaune, Jura, France","
                            2005                    ","
                            5,323","
                            96/100                    ",67
"Domaine Lignier-Michelot Clos de la Roche Grand Cru, Cote de Nuits, France","
                            2013                    ","
                            5,335","
                            96/100                    ",212
"Fairchild Estate Sigaro Cabernet Sauvignon, Napa Valley, USA","
                            2013                    ","
                            5,362","
                            96/100                    ",285
"Terroir Al Limit Soc. Lda. Les Manyes, Priorat DOCa, Spain","
                            2011                    ","
                            5,362","
                            96/100                    ",176
"Terroir Al Limit Soc. Lda. Les Manyes, Priorat DOCa, Spain","
                            2009                    ","
                            5,362","
                            96/100                    ",151
"Sine Qua Non Mr. K The Noble Man, San Luis Obispo County, USA","
                            2000                    ","
                            5,401","
                            96/100                    ",318
"Okonomierat Rebholz Birkweiler Kastanienbusch Riesling Grosses Gewachs, Pfalz, Germany","
                            2013                    ","
                            5,423","
                            96/100                    ",47
"Gandona Cabernet Sauvignon, Napa Valley, USA","
                            2012                    ","
                            5,423","
                            96/100                    ",195
"Celler Vall Llach, Priorat DOCa, Spain","
                            2005                    ","
                            5,423","
                            96/100                    ",73
"Celler Vall Llach, Priorat DOCa, Spain","
                            2001                    ","
                            5,423","
                            96/100                    ",59
"Celler Vall Llach, Priorat DOCa, Spain","
                            2000                    ","
                            5,423","
                            96/100                    ",61
"Turley Wine Cellars Hayne Vineyard Zinfandel, Napa Valley, USA","
                            1999                    ","
                            5,464","
                            96/100                    ",79
"Turley Wine Cellars Hayne Vineyard Zinfandel, Napa Valley, USA","
                            1995                    ","
                            5,464","
                            96/100                    ",60
"Frank Family Vineyards Winston Hill Red, Rutherford, USA","
                            2013                    ","
                            5,487","
                            96/100                    ",141
"Frank Family Vineyards Winston Hill Red, Rutherford, USA","
                            2006                    ","
                            5,487","
                            96/100                    ",131
"Clarendon Hills Piggott Range Syrah, McLaren Vale, Australia","
                            2001                    ","
                            5,487","
                            96/100                    ",72
"Domaine Bois de Boursan Chateauneuf-du-Pape 'Cuvee des Felix', Rhone, France","
                            2000                    ","
                            5,487","
                            96/100                    ",69
