wine_name,vintage,popularity,score,avg_price
"William Fevre Les Clos, Chablis Grand Cru, France","
                            2014                    ","
                            825","
                            19/20                    ",111
"William Fevre Les Clos, Chablis Grand Cru, France","
                            2008                    ","
                            825","
                            19/20                    ",79
"Jacques Selosse Blanc de Blancs Grand Cru Millesime, Champagne, France","
                            1996                    ","
                            846","
                            19/20                    ",968
"Domaine Leroy Latricieres-Chambertin Grand Cru, Cote de Nuits, France","
                            2008                    ","
                            907","
                            19/20                    ","3,487"
"Domaine Leroy Clos de la Roche Grand Cru, Cote de Nuits, France","
                            2014                    ","
                            937","
                            19/20                    ","3,416"
"Etienne Sauzet Montrachet Grand Cru, Cote de Beaune, France","
                            2010                    ","
                            957","
                            19/20                    ",771
"Domaine Bruno Clair Chambertin-Clos de Beze Grand Cru, Cote de Nuits, France","
                            2005                    ","
                            1,020","
                            19/20                    ",463
"Domaine Leroy Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2006                    ","
                            1,032","
                            19/20                    ","2,984"
"Bollinger La Grande Annee Rose, Champagne, France","
                            1999                    ","
                            1,107","
                            19/20                    ",184
"Clos Rougeard Saumur Blanc Breze, Loire, France","
                            2002                    ","
                            1,338","
                            19/20                    ",276
"Bouchard Pere & Fils Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2008                    ","
                            1,410","
                            19/20                    ",127
"Louis Jadot Domaine des Heritiers Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            1,469","
                            19/20                    ",147
"M. Chapoutier Ermitage Le Meal Blanc, Rhone, France","
                            2014                    ","
                            1,483","
                            19/20                    ",197
"Louis Jadot Domaine des Heritiers Les Demoiselles Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2011                    ","
                            1,490","
                            19/20                    ",273
"Louis Jadot Domaine des Heritiers Les Demoiselles Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2010                    ","
                            1,490","
                            19/20                    ",296
"F E Trimbach Gewurztraminer Selection de Grains Nobles, Alsace, France","
                            2007                    ","
                            20,013","
                            19/20                    ",144
"Domaine Zind-Humbrecht Pinot Gris Clos Windsbuhl Vendange Tardive, Alsace, France","
                            2005                    ","
                            23,315","
                            19/20                    ",86
"Domaine Cazes Rivesaltes Cuvee Aime Cazes, Languedoc-Roussillon, France","
                            1973                    ","
                            25,297","
                            19/20                    ",102
"Domaine Zind-Humbrecht Riesling Brand Vendange Tardive, Alsace Grand Cru, France","
                            2006                    ","
                            33,374","
                            19/20                    ",75
"Domaine Zind-Humbrecht Riesling Brand Selection de Grains Nobles, Alsace Grand Cru, France","
                            2008                    ","
                            53,931","
                            19/20                    ",160
"Domaine Zind-Humbrecht Gewurztraminer Hengst Vendange Tardive, Alsace Grand Cru, France","
                            2006                    ","
                            84,016","
                            19/20                    ",90
"Louis Jadot Domaine des Heritiers Les Demoiselles Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2008                    ","
                            1,490","
                            19/20                    ",949
"Albert Mann Gewurztraminer Furstentum Selection de Grains Nobles, Alsace Grand Cru, France","
                            2007                    ","
                            113,998","
                            19/20                    ",85
"Domaine Le Roc des Anges Cotes du Roussillon Imalaya Blanc, France","
                            2014                    ","
                            135,770","
                            19/20                    ",31
"Domaine Zind-Humbrecht Gewurztraminer Hengst Selection de Grains Nobles, Alsace Grand Cru, France","
                            2008                    ","
                            135,770","
                            19/20                    ",116
"Leon Beyer Gewurztraminer Quintessence Selection de Grains Nobles, Alsace, France","
                            2005                    ","
                            145,320","
                            19/20                    ",75
"Leon Beyer Gewurztraminer Quintessence Selection de Grains Nobles, Alsace, France","
                            1983                    ","
                            145,320","
                            19/20                    ",95
"Chateau Mouton Rothschild, Pauillac, France","
                            2015                    ","
                            1","
                            19/20                    ",556
"Didier Dagueneau Pouilly-Fume Asteroide, Loire, France","
                            2008                    ","
                            1,547","
                            19/20                    ","1,131"
"Domaine Huet Vouvray 'Clos du Bourg' Premiere Trie Moelleux, Loire, France","
                            2005                    ","
                            1,975","
                            19/20                    ",82
"Domaine des Comtes Lafon Genevrieres, Meursault Premier Cru, France","
                            2012                    ","
                            1,996","
                            19/20                    ",223
"Clos Haut-Peyraguey, Sauternes, France","
                            2005                    ","
                            2,174","
                            19/20                    ",34
"Chateau Latour, Pauillac, France","
                            2005                    ","
                            6","
                            19/20                    ",937
"Chateau Latour, Pauillac, France","
                            2000                    ","
                            6","
                            19/20                    ","1,099"
"Chateau d'Yquem, Sauternes, France","
                            2014                    ","
                            8","
                            19/20                    ",311
"Chateau d'Yquem, Sauternes, France","
                            2011                    ","
                            8","
                            19/20                    ",336
"Chateau d'Yquem, Sauternes, France","
                            2010                    ","
                            8","
                            19/20                    ",525
"Chateau d'Yquem, Sauternes, France","
                            2008                    ","
                            8","
                            19/20                    ",255
"Domaine Bonneau du Martray Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            242","
                            19/20                    ",147
"Chateau Climens, Barsac, France","
                            2009                    ","
                            253","
                            19/20                    ",106
"Chateau Climens, Barsac, France","
                            2001                    ","
                            253","
                            19/20                    ",247
"Chateau Climens, Barsac, France","
                            1997                    ","
                            253","
                            19/20                    ",90
"Chateau Le Tertre-Roteboeuf, Saint-Emilion Grand Cru, France","
                            2015                    ","
                            262","
                            19/20                    ",193
"Chateau Mouton Rothschild, Pauillac, France","
                            2010                    ","
                            1","
                            19/20                    ",903
"Chateau Mouton Rothschild, Pauillac, France","
                            2006                    ","
                            1","
                            19/20                    ",583
"Chateau Mouton Rothschild, Pauillac, France","
                            2000                    ","
                            1","
                            19/20                    ","2,037"
"Chateau Lafite Rothschild, Pauillac, France","
                            2009                    ","
                            2","
                            19/20                    ","1,041"
"Chateau Lafite Rothschild, Pauillac, France","
                            2005                    ","
                            2","
                            19/20                    ","1,000"
"Bouchard Pere & Fils La Cabotte Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2012                    ","
                            2,241","
                            19/20                    ",467
"Denis Dubourdieu Chateau Doisy-Daene L'Extravagant de Doisy-Daene, Sauternes, France","
                            2005                    ","
                            2,418","
                            19/20                    ",354
"Chateau Gilette Creme de Tete, Sauternes, France","
                            1990                    ","
                            2,718","
                            19/20                    ",176
"Chateau Gilette Creme de Tete, Sauternes, France","
                            1961                    ","
                            2,718","
                            19/20                    ",407
"Chateau Gilette Creme de Tete, Sauternes, France","
                            1937                    ","
                            2,718","
                            19/20                    ",794
"Domaine Marcel Deiss Altenberg de Bergheim, Alsace Grand Cru, France","
                            2012                    ","
                            2,771","
                            19/20                    ",55
"Chateau d'Yquem, Sauternes, France","
                            2007                    ","
                            8","
                            19/20                    ",446
"Chateau d'Yquem, Sauternes, France","
                            2006                    ","
                            8","
                            19/20                    ",432
"Chateau d'Yquem, Sauternes, France","
                            2004                    ","
                            8","
                            19/20                    ",247
"Chateau d'Yquem, Sauternes, France","
                            2003                    ","
                            8","
                            19/20                    ",285
"Chateau Haut-Brion, Pessac-Leognan, France","
                            2014                    ","
                            9","
                            19/20                    ",348
"Chateau Haut-Brion, Pessac-Leognan, France","
                            2010                    ","
                            9","
                            19/20                    ",939
"Chateau Haut-Brion, Pessac-Leognan, France","
                            2009                    ","
                            9","
                            19/20                    ",905
"Chateau Le Tertre-Roteboeuf, Saint-Emilion Grand Cru, France","
                            2010                    ","
                            262","
                            19/20                    ",236
"Chateau Le Tertre-Roteboeuf, Saint-Emilion Grand Cru, France","
                            2007                    ","
                            262","
                            19/20                    ",156
"Chateau Le Tertre-Roteboeuf, Saint-Emilion Grand Cru, France","
                            2000                    ","
                            262","
                            19/20                    ",313
"Chateau Le Tertre-Roteboeuf, Saint-Emilion Grand Cru, France","
                            1998                    ","
                            262","
                            19/20                    ",226
"Chateau Coutet, Barsac, France","
                            2015                    ","
                            263","
                            19/20                    ",40
"Chateau Coutet, Barsac, France","
                            2002                    ","
                            263","
                            19/20                    ",37
"Domaine Leroy Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France","
                            2013                    ","
                            281","
                            19/20                    ","3,635"
"Domaine Leroy Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France","
                            2011                    ","
                            281","
                            19/20                    ","6,040"
"Domaine Leroy Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France","
                            2007                    ","
                            281","
                            19/20                    ","2,922"
"Chateau Lafite Rothschild, Pauillac, France","
                            2003                    ","
                            2","
                            19/20                    ","1,099"
"Chateau Lafite Rothschild, Pauillac, France","
                            2000                    ","
                            2","
                            19/20                    ","1,581"
"Dom Perignon Brut, Champagne, France","
                            2005                    ","
                            4","
                            19/20                    ",168
"Dom Perignon Brut, Champagne, France","
                            2003                    ","
                            4","
                            19/20                    ",156
"Dom Perignon Brut, Champagne, France","
                            2000                    ","
                            4","
                            19/20                    ",188
"Chateau Margaux, Margaux, France","
                            2015                    ","
                            5","
                            19/20                    ","1,392"
"Chateau Margaux, Margaux, France","
                            2003                    ","
                            5","
                            19/20                    ",635
"Chateau Margaux, Margaux, France","
                            2000                    ","
                            5","
                            19/20                    ",999
"Domaine Marcel Deiss Altenberg de Bergheim, Alsace Grand Cru, France","
                            2010                    ","
                            2,771","
                            19/20                    ",60
"Leroy Domaine d'Auvenay Les Gouttes d'Or, Meursault Premier Cru, France","
                            2005                    ","
                            2,915","
                            19/20                    ","2,704"
"Laurent-Perrier 'Alexandra' Grande Cuvee Rose, Champagne, France","
                            2004                    ","
                            3,170","
                            19/20                    ",259
"Domaine Huet Vouvray 'Clos du Bourg' Sec, Loire, France","
                            2006                    ","
                            3,714","
                            19/20                    ",38
"Didier Dagueneau Sancerre 'Le Mont Damne', Loire, France","
                            2007                    ","
                            3,728","
                            19/20                    ",122
"Egly-Ouriet Coteaux Champenois Ambonnay Rouge 'Cuvee des Grands Cotes' Vieilles Vignes, Champagne, France","
                            2009                    ","
                            4,328","
                            19/20                    ",                    
"Domaine Zind-Humbrecht Riesling Clos Windsbuhl, Alsace, France","
                            2008                    ","
                            6,089","
                            19/20                    ",49
"Domaine Zind-Humbrecht Riesling Clos Windsbuhl, Alsace, France","
                            2006                    ","
                            6,089","
                            19/20                    ",40
"Domaine Zind-Humbrecht Gewurztraminer Hengst, Alsace Grand Cru, France","
                            2012                    ","
                            7,515","
                            19/20                    ",57
"Chateau Haut-Brion, Pessac-Leognan, France","
                            2006                    ","
                            9","
                            19/20                    ",479
"Chateau Haut-Brion, Pessac-Leognan, France","
                            2005                    ","
                            9","
                            19/20                    ",781
"Chateau Haut-Brion, Pessac-Leognan, France","
                            2000                    ","
                            9","
                            19/20                    ",780
"Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France","
                            2013                    ","
                            10","
                            19/20                    ","15,770"
"Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France","
                            2011                    ","
                            10","
                            19/20                    ","16,220"
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France","
                            2010                    ","
                            12","
                            19/20                    ","1,059"
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France","
                            2009                    ","
                            12","
                            19/20                    ","1,002"
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France","
                            2005                    ","
                            12","
                            19/20                    ",809
"M. Chapoutier Ermitage Le Pavillon, Rhone, France","
                            2014                    ","
                            284","
                            19/20                    ",293
"Veuve Clicquot Ponsardin La Grande Dame Brut, Champagne, France","
                            2004                    ","
                            286","
                            19/20                    ",131
"Philipponnat Clos des Goisses Extra Brut, Champagne, France","
                            2006                    ","
                            309","
                            19/20                    ",138
"Philipponnat Clos des Goisses Extra Brut, Champagne, France","
                            2005                    ","
                            309","
                            19/20                    ",130
"Chateau de Valandraud, Saint-Emilion Grand Cru, France","
                            1998                    ","
                            313","
                            19/20                    ",266
"Domaine Leroy Chambertin Grand Cru, Cote de Nuits, France","
                            2013                    ","
                            320","
                            19/20                    ","12,241"
"Domaine Leroy Chambertin Grand Cru, Cote de Nuits, France","
                            2007                    ","
                            320","
                            19/20                    ","5,516"
"Veuve Clicquot Ponsardin Cave Privee Collection Brut, Champagne, France","
                            1989                    ","
                            7,949","
                            19/20                    ",180
"Veuve Clicquot Ponsardin Cave Privee Collection Brut Rose, Champagne, France","
                            1990                    ","
                            11,193","
                            19/20                    ",223
"Veuve Clicquot Ponsardin Cave Privee Collection Brut Rose, Champagne, France","
                            1989                    ","
                            11,193","
                            19/20                    ",238
"Hugel & Fils Gewurztraminer Selection de Grains Nobles, Alsace, France","
                            2005                    ","
                            13,399","
                            19/20                    ",123
"Domaine Cazes Muscat de Rivesaltes, Languedoc-Roussillon, France","
                            1988                    ","
                            14,766","
                            19/20                    ",37
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            2014                    ","
                            13","
                            19/20                    ","3,405"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            2008                    ","
                            13","
                            19/20                    ","3,876"
"Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","
                            2006                    ","
                            13","
                            19/20                    ","3,854"
"Domaine Leroy Chambertin Grand Cru, Cote de Nuits, France","
                            2006                    ","
                            320","
                            19/20                    ","7,742"
"Domaine Leroy Les Beaux Monts, Vosne-Romanee Premier Cru, France","
                            2008                    ","
                            333","
                            19/20                    ","1,492"
"Domaine Ramonet Montrachet Grand Cru, Cote de Beaune, France","
                            2011                    ","
                            335","
                            19/20                    ","1,788"
"Chateau Haut-Brion Blanc, Pessac-Leognan, France","
                            2010                    ","
                            347","
                            19/20                    ","1,015"
"Leroy Domaine d'Auvenay Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2012                    ","
                            16,079","
                            19/20                    ","5,007"
"Chateau Pontet-Canet, Pauillac, France","
                            2014                    ","
                            15","
                            19/20                    ",99
"Louis Jadot Domaine des Heritiers Les Demoiselles Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            1,490","
                            19/20                    ",262
"Louis Jadot Domaine des Heritiers Les Demoiselles Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2006                    ","
                            1,490","
                            19/20                    ",264
"Louis Jadot Domaine des Heritiers Les Demoiselles Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2005                    ","
                            1,490","
                            19/20                    ",288
"Louis Jadot Le Musigny Grand Cru, Cote de Nuits, France","
                            2004                    ","
                            1,519","
                            19/20                    ",415
"Bouchard Pere & Fils Chambertin Clos de Beze Grand Cru, Cote de Nuits, France","
                            2012                    ","
                            1,541","
                            19/20                    ",247
"Bouchard Pere & Fils Chambertin Clos de Beze Grand Cru, Cote de Nuits, France","
                            2010                    ","
                            1,541","
                            19/20                    ",272
"Bouchard Pere & Fils Chambertin Clos de Beze Grand Cru, Cote de Nuits, France","
                            2006                    ","
                            1,541","
                            19/20                    ",189
"Deutz Brut, Champagne, France","
                            2002                    ","
                            1,576","
                            19/20                    ",63
"Domaine de la Vougeraie Musigny Grand Cru, Cote de Nuits, France","
                            2010                    ","
                            1,605","
                            19/20                    ",671
"Domaine des Comtes Lafon Meursault, Cote de Beaune, France","
                            2007                    ","
                            1,678","
                            19/20                    ",277
"Louis Latour Montrachet Grand Cru, Cote de Beaune, France","
                            2012                    ","
                            1,719","
                            19/20                    ",353
"Louis Latour Montrachet Grand Cru, Cote de Beaune, France","
                            2011                    ","
                            1,719","
                            19/20                    ",332
"Louis Latour Montrachet Grand Cru, Cote de Beaune, France","
                            2008                    ","
                            1,719","
                            19/20                    ",452
"Joseph Drouhin Chambertin Clos-de-Beze Grand Cru, Cote de Nuits, France","
                            2012                    ","
                            1,738","
                            19/20                    ",360
"Joseph Drouhin Chambertin Clos-de-Beze Grand Cru, Cote de Nuits, France","
                            2011                    ","
                            1,738","
                            19/20                    ",287
"Domaine de Courcel Grand Clos des Epenots, Pommard Premier Cru, France","
                            2005                    ","
                            1,813","
                            19/20                    ",104
"Domaine de Courcel Grand Clos des Epenots, Pommard Premier Cru, France","
                            2003                    ","
                            1,813","
                            19/20                    ",85
"Didier Dagueneau Les Jardins de Babylone, Jurancon, France","
                            2010                    ","
                            1,816","
                            19/20                    ",142
"Etienne Sauzet Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2012                    ","
                            1,880","
                            19/20                    ",321
"Domaine Perrot-Minot Chambertin Clos-de-Beze Grand Cru Vieilles Vignes, Cote de Nuits, France","
                            2009                    ","
                            1,913","
                            19/20                    ",359
"Henriot Cuvee des Enchanteleurs Brut, Champagne, France","
                            1996                    ","
                            1,934","
                            19/20                    ",154
"Etienne Sauzet Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2008                    ","
                            1,953","
                            19/20                    ",388
"Domaine de la Vougeraie Bonnes-Mares Grand Cru, Cote de Nuits, France","
                            2010                    ","
                            2,026","
                            19/20                    ",253
"Domaine Gauby Cotes du Roussillon Villages Muntada, France","
                            2014                    ","
                            2,076","
                            19/20                    ",63
"Domaine de Beaurenard Chateauneuf-du-Pape Boisrenard, Rhone, France","
                            2005                    ","
                            2,130","
                            19/20                    ",64
"Clos Haut-Peyraguey, Sauternes, France","
                            2003                    ","
                            2,174","
                            19/20                    ",40
"Domaine Denis Mortet Clos de Vougeot Grand Cru, Cote de Nuits, France","
                            2014                    ","
                            2,181","
                            19/20                    ",273
"Clos des Papes Chateauneuf-du-Pape Blanc, Rhone, France","
                            2001                    ","
                            2,237","
                            19/20                    ",62
"Bouchard Pere & Fils La Cabotte Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2013                    ","
                            2,241","
                            19/20                    ",407
"Bouchard Pere & Fils La Cabotte Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2011                    ","
                            2,241","
                            19/20                    ",299
"Bouchard Pere & Fils La Cabotte Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2010                    ","
                            2,241","
                            19/20                    ",457
"Bouchard Pere & Fils La Cabotte Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            2,241","
                            19/20                    ",328
"Bouchard Pere & Fils La Cabotte Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2006                    ","
                            2,241","
                            19/20                    ",423
"Agrapart & Fils Mineral Blanc de Blancs Extra Brut Grand Cru, Champagne, France","
                            2010                    ","
                            2,272","
                            19/20                    ",78
"Domaine Georges Vernay Condrieu Coteau de Vernon, Rhone, France","
                            2014                    ","
                            2,290","
                            19/20                    ",101
"Domaine Georges Vernay Condrieu Coteau de Vernon, Rhone, France","
                            2010                    ","
                            2,290","
                            19/20                    ",95
"Domaine Henri Boillot Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2012                    ","
                            2,410","
                            19/20                    ",460
"Domaine Zind-Humbrecht Riesling Brand, Alsace Grand Cru, France","
                            2008                    ","
                            2,429","
                            19/20                    ",42
"Domaine Zind-Humbrecht Riesling Brand, Alsace Grand Cru, France","
                            2007                    ","
                            2,429","
                            19/20                    ",77
"Louis Jadot Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2010                    ","
                            2,466","
                            19/20                    ",263
"Veuve Clicquot Ponsardin La Grande Dame Brut Rose, Champagne, France","
                            2004                    ","
                            2,555","
                            19/20                    ",241
"Veuve Clicquot Ponsardin La Grande Dame Brut Rose, Champagne, France","
                            1998                    ","
                            2,555","
                            19/20                    ",238
"Pierre-Yves Colin-Morey Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2014                    ","
                            2,568","
                            19/20                    ",530
"Louis Jadot Domaine des Heritiers Corton Pougets Grand Cru, Cote de Beaune, France","
                            2012                    ","
                            2,602","
                            19/20                    ",77
"Domaine Huet Vouvray 'Cuvee Constance' Moelleux, Loire, France","
                            2005                    ","
                            2,620","
                            19/20                    ",194
"Domaine Huet Vouvray 'Cuvee Constance' Moelleux, Loire, France","
                            2003                    ","
                            2,620","
                            19/20                    ",199
"Chateau Gilette Creme de Tete, Sauternes, France","
                            1988                    ","
                            2,718","
                            19/20                    ",184
"Chateau Gilette Creme de Tete, Sauternes, France","
                            1975                    ","
                            2,718","
                            19/20                    ",247
"Chateau Gilette Creme de Tete, Sauternes, France","
                            1967                    ","
                            2,718","
                            19/20                    ",479
"Domaine Faiveley Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            2,734","
                            19/20                    ",194
"Bouchard Pere & Fils Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2008                    ","
                            1,119","
                            19/20                    ",267
"Domaine Jacques Prieur Montrachet Grand Cru, Cote de Beaune, France","
                            2012                    ","
                            1,127","
                            19/20                    ",610
"Domaine Jacques Prieur Montrachet Grand Cru, Cote de Beaune, France","
                            2010                    ","
                            1,127","
                            19/20                    ",505
"Domaine Jacques Prieur Montrachet Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            1,127","
                            19/20                    ",481
"Domaine Jacques Prieur Montrachet Grand Cru, Cote de Beaune, France","
                            2007                    ","
                            1,127","
                            19/20                    ",437
"Bouchard Pere & Fils Le Corton Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            1,180","
                            19/20                    ",96
"Taittinger Comtes de Champagne Brut Rose, Champagne, France","
                            2002                    ","
                            1,212","
                            19/20                    ",163
"Leroy Domaine d'Auvenay Les Bonnes-Mares Grand Cru, Cote de Nuits, France","
                            2009                    ","
                            1,250","
                            19/20                    ","4,285"
"Leroy Domaine d'Auvenay Les Bonnes-Mares Grand Cru, Cote de Nuits, France","
                            2008                    ","
                            1,250","
                            19/20                    ","4,520"
"Leroy Domaine d'Auvenay Les Bonnes-Mares Grand Cru, Cote de Nuits, France","
                            2002                    ","
                            1,250","
                            19/20                    ","4,452"
"Leroy Domaine d'Auvenay Mazis-Chambertin Grand Cru, Cote de Nuits, France","
                            2009                    ","
                            1,350","
                            19/20                    ","5,516"
"Leroy Domaine d'Auvenay Mazis-Chambertin Grand Cru, Cote de Nuits, France","
                            2008                    ","
                            1,350","
                            19/20                    ","4,294"
"Joseph Drouhin Clos des Mouches Blanc, Beaune Premier Cru, France","
                            2013                    ","
                            1,362","
                            19/20                    ",173
"Domaine Dugat-Py Mazis-Chambertin Grand Cru, Cote de Nuits, France","
                            2005                    ","
                            1,364","
                            19/20                    ",848
"Bouchard Pere & Fils Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2012                    ","
                            1,410","
                            19/20                    ",131
"Bouchard Pere & Fils Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            1,410","
                            19/20                    ",140
"Bouchard Pere & Fils Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2006                    ","
                            1,410","
                            19/20                    ",136
"Domaine de Montille Les Malconsorts Cuvee Christiane, Vosne-Romanee Premier Cru, France","
                            2012                    ","
                            1,417","
                            19/20                    ",588
"Domaine de Montille Les Malconsorts Cuvee Christiane, Vosne-Romanee Premier Cru, France","
                            2011                    ","
                            1,417","
                            19/20                    ",459
"Domaine Arnaud Ente La Goutte d'Or, Meursault Premier Cru, France","
                            2010                    ","
                            1,435","
                            19/20                    ",730
"Deutz Amour de Deutz Blanc de Blancs Brut Millesime, Champagne, France","
                            2002                    ","
                            1,442","
                            19/20                    ",185
"Louis Jadot Domaine des Heritiers Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2012                    ","
                            1,469","
                            19/20                    ",129
"Louis Jadot Domaine des Heritiers Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2011                    ","
                            1,469","
                            19/20                    ",125
"Louis Jadot Domaine des Heritiers Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2008                    ","
                            1,469","
                            19/20                    ",108
"Louis Jadot Domaine des Heritiers Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2005                    ","
                            1,469","
                            19/20                    ",149
"Domaine Marcel Deiss Altenberg de Bergheim, Alsace Grand Cru, France","
                            2011                    ","
                            2,771","
                            19/20                    ",62
"Domaine Marcel Deiss Altenberg de Bergheim, Alsace Grand Cru, France","
                            2007                    ","
                            2,771","
                            19/20                    ",78
"Domaine Marcel Deiss Altenberg de Bergheim, Alsace Grand Cru, France","
                            2006                    ","
                            2,771","
                            19/20                    ",62
"Albert Bichot Domaine Long-Depaquit La Moutonne Monopole, Chablis Grand Cru, France","
                            2005                    ","
                            2,862","
                            19/20                    ",67
"Domaine Marc Colin et Fils Montrachet Grand Cru, Cote de Beaune, France","
                            2014                    ","
                            2,881","
                            19/20                    ",623
"William Fevre Bougros Cote Bouguerots, Chablis Grand Cru, France","
                            2012                    ","
                            3,222","
                            19/20                    ",64
"William Fevre Bougros Cote Bouguerots, Chablis Grand Cru, France","
                            2008                    ","
                            3,222","
                            19/20                    ",75
"Olivier Leflaive Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2012                    ","
                            3,253","
                            19/20                    ",359
"Joseph Drouhin Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            3,253","
                            19/20                    ",245
"Joseph Drouhin Griottes-Chambertin Grand Cru, Cote de Nuits, France","
                            2009                    ","
                            3,358","
                            19/20                    ",313
"Domaine Laroche Les Clos, Chablis Grand Cru, France","
                            2014                    ","
                            3,390","
                            19/20                    ",95
"Joseph Drouhin Bonnes-Mares Grand Cru, Cote de Nuits, France","
                            2010                    ","
                            3,455","
                            19/20                    ",353
"Joseph Drouhin Bonnes-Mares Grand Cru, Cote de Nuits, France","
                            2009                    ","
                            3,455","
                            19/20                    ",367
"Louis Jadot Domaine Gagey Clos Saint-Denis Grand Cru, Cote de Nuits, France","
                            2010                    ","
                            3,540","
                            19/20                    ",257
"Billecart-Salmon 'Cuvee Elisabeth Salmon' Brut Rose Millesime, Champagne, France","
                            2002                    ","
                            3,588","
                            19/20                    ",182
"Alphonse Mellot Sancerre 'Edmond', Loire, France","
                            2007                    ","
                            3,620","
                            19/20                    ",35
"Domaine Huet Vouvray 'Clos du Bourg' Sec, Loire, France","
                            2012                    ","
                            3,714","
                            19/20                    ",35
"Didier Dagueneau Sancerre 'Le Mont Damne', Loire, France","
                            2008                    ","
                            3,728","
                            19/20                    ",171
"Tardieu-Laurent Hermitage, Rhone, France","
                            2007                    ","
                            3,915","
                            19/20                    ",70
"Tardieu-Laurent Hermitage, Rhone, France","
                            2005                    ","
                            3,915","
                            19/20                    ",69
"Mas Jullien Terrasses du Larzac, Languedoc-Roussillon, France","
                            2010                    ","
                            4,156","
                            19/20                    ",35
"Egly-Ouriet Coteaux Champenois Ambonnay Rouge 'Cuvee des Grands Cotes' Vieilles Vignes, Champagne, France","
                            2010                    ","
                            4,328","
                            19/20                    ",                    
"Domaine de la Vougeraie Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2010                    ","
                            4,616","
                            19/20                    ",154
"Dominique Laurent Grands-Echezaux Grand Cru, Cote de Nuits, France","
                            2014                    ","
                            4,756","
                            19/20                    ",238
"Dominique Laurent Grands-Echezaux Grand Cru, Cote de Nuits, France","
                            2009                    ","
                            4,756","
                            19/20                    ",281
"E. Guigal Cote Rotie La Landonne, Rhone, France","
                            2010                    ","
                            164","
                            19/20                    ",434
"E. Guigal Cote Rotie La Landonne, Rhone, France","
                            2006                    ","
                            164","
                            19/20                    ",267
"E. Guigal Cote Rotie La Landonne, Rhone, France","
                            2003                    ","
                            164","
                            19/20                    ",579
"Domaine Leflaive Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2013                    ","
                            183","
                            19/20                    ",573
"Domaine Leflaive Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2009                    ","
                            183","
                            19/20                    ",555
"Domaine Leflaive Chevalier-Montrachet Grand Cru, Cote de Beaune, France","
                            2008                    ","
                            183","
                            19/20                    ",606
