wine_name,vintage,popularity,score,avg_price
"E. Guigal Cote Rotie La Mouline, Rhone, France","
                            2005                    ","
                            189","
                            19/20                    ",461
"Domaine Dujac Clos de la Roche Grand Cru, Cote de Nuits, France","
                            1996                    ","
                            197","
                            19/20                    ","1,036"
"E. Guigal Cote Rotie La Turque, Rhone, France","
                            2011                    ","
                            217","
                            19/20                    ",289
"E. Guigal Cote Rotie La Turque, Rhone, France","
                            2003                    ","
                            217","
                            19/20                    ",582
"Domaine Leroy Richebourg Grand Cru, Cote de Nuits, France","
                            2014                    ","
                            222","
                            19/20                    ","5,053"
"Domaine Leroy Richebourg Grand Cru, Cote de Nuits, France","
                            2006                    ","
                            222","
                            19/20                    ","4,497"
"Domaine Jacques-Frederic Mugnier Le Musigny Grand Cru, Cote de Nuits, France","
                            2006                    ","
                            223","
                            19/20                    ","1,446"
"Domaine Jacques-Frederic Mugnier Le Musigny Grand Cru, Cote de Nuits, France","
                            2004                    ","
                            223","
                            19/20                    ","1,451"
"Chateau Suduiraut, Sauternes, France","
                            2015                    ","
                            230","
                            19/20                    ",63
"Chateau Suduiraut, Sauternes, France","
                            2007                    ","
                            230","
                            19/20                    ",68
"Chateau L'Eglise-Clinet, Pomerol, France","
                            2009                    ","
                            232","
                            19/20                    ",437
"Chateau L'Eglise-Clinet, Pomerol, France","
                            2005                    ","
                            232","
                            19/20                    ",509
"Domaine Leroy Clos de Vougeot Grand Cru, Cote de Nuits, France","
                            2010                    ","
                            233","
                            19/20                    ","2,889"
"Domaine Leroy Clos de Vougeot Grand Cru, Cote de Nuits, France","
                            2007                    ","
                            233","
                            19/20                    ","2,543"
"Domaine Leroy Clos de Vougeot Grand Cru, Cote de Nuits, France","
                            2005                    ","
                            233","
                            19/20                    ","2,442"
"Domaine Leflaive Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2013                    ","
                            241","
                            19/20                    ",401
"Domaine Leflaive Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2005                    ","
                            241","
                            19/20                    ",478
"Domaine Leflaive Batard-Montrachet Grand Cru, Cote de Beaune, France","
                            2004                    ","
                            241","
                            19/20                    ",449
"Domaine Bonneau du Martray Corton-Charlemagne Grand Cru, Cote de Beaune, France","
                            2014                    ","
                            242","
                            19/20                    ",155
"Louis Roederer Cristal Brut Millesime, Champagne, France","
                            2002                    ","
                            16","
                            19/20                    ",284
"Chateau Leoville-Las Cases 'Grand Vin de Leoville', Saint-Julien, France","
                            2015                    ","
                            17","
                            19/20                    ",190
"Chateau Leoville-Las Cases 'Grand Vin de Leoville', Saint-Julien, France","
                            2010                    ","
                            17","
                            19/20                    ",261
"Chateau Ducru-Beaucaillou, Saint-Julien, France","
                            2010                    ","
                            31","
                            19/20                    ",245
"Domaine Armand Rousseau Pere et Fils Chambertin Grand Cru, Cote de Nuits, France","
                            2014                    ","
                            38","
                            19/20                    ","1,405"
"Chateau Pavie, Saint-Emilion Grand Cru, France","
                            2010                    ","
                            39","
                            19/20                    ",382
"Domaine de la Romanee-Conti Richebourg Grand Cru, Cote de Nuits, France","
                            2008                    ","
                            44","
                            19/20                    ","2,379"
"Salon Cuvee 'S' Le Mesnil Blanc de Blancs, Champagne, France","
                            2002                    ","
                            45","
                            19/20                    ",490
"Salon Cuvee 'S' Le Mesnil Blanc de Blancs, Champagne, France","
                            1996                    ","
                            45","
                            19/20                    ",688
"Clos des Papes Chateauneuf-du-Pape, Rhone, France","
                            2007                    ","
                            53","
                            19/20                    ",150
"Chateau Ausone, Saint-Emilion Grand Cru, France","
                            2009                    ","
                            66","
                            19/20                    ","1,257"
"Chateau Ausone, Saint-Emilion Grand Cru, France","
                            2008                    ","
                            66","
                            19/20                    ",647
"Chateau Ausone, Saint-Emilion Grand Cru, France","
                            2000                    ","
                            66","
                            19/20                    ","1,377"
"Chateau Ausone, Saint-Emilion Grand Cru, France","
                            1998                    ","
                            66","
                            19/20                    ",619
"Vieux Chateau Certan, Pomerol, France","
                            2015                    ","
                            72","
                            19/20                    ",277
"Dom Perignon Rose, Champagne, France","
                            2005                    ","
                            84","
                            19/20                    ",268
"Dom Perignon Rose, Champagne, France","
                            2002                    ","
                            84","
                            19/20                    ",323
"Dom Perignon Rose, Champagne, France","
                            2000                    ","
                            84","
                            19/20                    ",332
"Chateau Lafleur, Pomerol, France","
                            2010                    ","
                            88","
                            19/20                    ","1,345"
"Chateau Lafleur, Pomerol, France","
                            2009                    ","
                            88","
                            19/20                    ","1,293"
"Domaine du Clos de Tart 'Clos de Tart' Grand Cru Monopole, Cote de Nuits, France","
                            2009                    ","
                            111","
                            19/20                    ",476
"Domaine Leroy Musigny Grand Cru, Cote de Nuits, France","
                            2011                    ","
                            156","
                            19/20                    ","26,670"
"Domaine Leroy Musigny Grand Cru, Cote de Nuits, France","
                            2006                    ","
                            156","
                            19/20                    ","12,271"
"E. Guigal Cote Rotie La Landonne, Rhone, France","
                            2007                    ","
                            164","
                            19/20                    ",283
"E. Guigal Cote Rotie La Landonne, Rhone, France","
                            2005                    ","
                            164","
                            19/20                    ",452
